field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	cost_do	cost_on	cost_sc
26927	Area of cuneus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of cuneus in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26928	Area of entorhinal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of entorhinal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26929	Area of fusiform (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of fusiform in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26930	Area of inferiorparietal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of inferiorparietal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26931	Area of inferiortemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of inferiortemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26932	Area of isthmuscingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of isthmuscingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26933	Area of lateraloccipital (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lateraloccipital in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26934	Area of lateralorbitofrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lateralorbitofrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26935	Area of lingual (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lingual in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26936	Area of medialorbitofrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of medialorbitofrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26937	Area of middletemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of middletemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26938	Area of parahippocampal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parahippocampal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26939	Area of paracentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of paracentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26940	Area of parsopercularis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parsopercularis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26941	Area of parsorbitalis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parsorbitalis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26942	Area of parstriangularis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parstriangularis in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26943	Area of pericalcarine (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of pericalcarine in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26944	Area of postcentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of postcentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26945	Area of posteriorcingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of posteriorcingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26946	Area of precentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of precentral in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26947	Area of precuneus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of precuneus in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26948	Area of rostralanteriorcingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of rostralanteriorcingulate in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26949	Area of rostralmiddlefrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of rostralmiddlefrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26950	Area of superiorfrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiorfrontal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26951	Area of superiorparietal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiorparietal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26952	Area of superiortemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiortemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26953	Area of supramarginal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of supramarginal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26954	Area of frontalpole (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of frontalpole in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26955	Area of transversetemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of transversetemporal in the left hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26956	Area of TotalSurface (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of TotalSurface in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26957	Area of bankssts (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of bankssts in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26958	Area of caudalanteriorcingulate (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of caudalanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26959	Area of caudalmiddlefrontal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of caudalmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26960	Area of cuneus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of cuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26961	Area of entorhinal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of entorhinal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26962	Area of fusiform (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of fusiform in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26963	Area of inferiorparietal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of inferiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26964	Area of inferiortemporal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of inferiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26965	Area of isthmuscingulate (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of isthmuscingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26966	Area of lateraloccipital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lateraloccipital in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26967	Area of lateralorbitofrontal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lateralorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26968	Area of lingual (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of lingual in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26969	Area of medialorbitofrontal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of medialorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26970	Area of middletemporal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of middletemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26971	Area of parahippocampal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parahippocampal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63695	68380	0	0	1	1
26972	Area of paracentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of paracentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26973	Area of parsopercularis (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parsopercularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26974	Area of parsorbitalis (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parsorbitalis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26975	Area of parstriangularis (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of parstriangularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26976	Area of pericalcarine (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of pericalcarine in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26977	Area of postcentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of postcentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26978	Area of posteriorcingulate (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of posteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26979	Area of precentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of precentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26980	Area of precuneus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of precuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26981	Area of rostralanteriorcingulate (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of rostralanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26982	Area of rostralmiddlefrontal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of rostralmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26983	Area of superiorfrontal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiorfrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26984	Area of superiorparietal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26985	Area of superiortemporal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of superiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26986	Area of supramarginal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of supramarginal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26987	Area of frontalpole (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of frontalpole in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26988	Area of transversetemporal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm2	193	0	2	2	3	0	0	Area of transversetemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26989	Grey-white contrast in unknown (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in unknown in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26990	Grey-white contrast in bankssts (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in bankssts in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26991	Grey-white contrast in caudalanteriorcingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in caudalanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26992	Grey-white contrast in caudalmiddlefrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in caudalmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26993	Grey-white contrast in cuneus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in cuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26994	Grey-white contrast in entorhinal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in entorhinal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26995	Grey-white contrast in fusiform (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in fusiform in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26996	Grey-white contrast in inferiorparietal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in inferiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26997	Grey-white contrast in inferiortemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in inferiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26998	Grey-white contrast in isthmuscingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in isthmuscingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
26999	Grey-white contrast in lateraloccipital (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in lateraloccipital in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27000	Grey-white contrast in lateralorbitofrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in lateralorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27001	Grey-white contrast in lingual (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in lingual in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27002	Grey-white contrast in medialorbitofrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in medialorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27003	Grey-white contrast in middletemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in middletemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27004	Grey-white contrast in parahippocampal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in parahippocampal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27005	Grey-white contrast in paracentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in paracentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27006	Grey-white contrast in parsopercularis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in parsopercularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27007	Grey-white contrast in parsorbitalis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in parsorbitalis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27008	Grey-white contrast in parstriangularis (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in parstriangularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27009	Grey-white contrast in pericalcarine (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in pericalcarine in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27010	Grey-white contrast in postcentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in postcentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27011	Grey-white contrast in posteriorcingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in posteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27012	Grey-white contrast in precentral (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in precentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27013	Grey-white contrast in precuneus (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in precuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27014	Grey-white contrast in rostralanteriorcingulate (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in rostralanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27015	Grey-white contrast in rostralmiddlefrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in rostralmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27016	Grey-white contrast in superiorfrontal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in superiorfrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27017	Grey-white contrast in superiorparietal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in superiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
27018	Grey-white contrast in superiortemporal (left hemisphere)	0	2	0	31	0	0	3	1	0	0	AU	194	0	2	2	3	0	0	Grey-white contrast in superiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	2019-04-12T00:00:00	2024-03-30T00:00:00	63696	68381	0	0	1	1
